ID,GAME,PLATFORM,YEAR,GENRE,PUBLISHER,NA_SALES,EU_SALES,JP_SALES,OTHERS_SALES,GLOBAL_SALES,CRITIC_SCORE,CRITIC_COUNT,USER_SCORE,USER_COUNT
1466,CSI: Crime Scene Investigation,XB,2004,Adventure,Ubisoft,0.09,0.03,0,0,0.12,45,14,7.3,4
1467,Custom Robo,GC,2004,Role-Playing,Nintendo,0.29,0.07,0,0.01,0.37,65,31,8.1,27
1468,Cy Girls,PS2,2004,Action,Konami Digital Entertainment,0.02,0.01,0,0,0.04,53,28,8.8,4
1469,Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami Digital Entertainment,1.04,0.81,0,0.27,2.13,77,26,9,20
1470,Dance Dance Revolution Ultramix 2,XB,2004,Simulation,Konami Digital Entertainment,0.32,0.09,0,0.02,0.42,78,16,7.1,7
1471,Darkstalkers Chronicle: The Chaos Tower,PSP,2004,Fighting,Capcom,0.13,0,0,0.01,0.15,74,27,7.9,25
1472,Dead Man's Hand,XB,2004,Shooter,Atari,0.09,0.02,0,0,0.11,62,31,8.1,9
1473,Dead or Alive Ultimate,XB,2004,Fighting,Tecmo Koei,0.3,0.1,0.08,0.02,0.5,83,64,8.7,25
1474,Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts,0.86,0.67,0,0.22,1.76,83,46,8.9,73
1475,Destruction Derby Arenas,PS2,2004,Racing,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13,57,27,7.8,14
1476,Digimon Rumble Arena 2,PS2,2004,Fighting,Atari,0.05,0.04,0,0.01,0.09,63,9,7.3,23
1477,Digimon Rumble Arena 2,GC,2004,Fighting,Atari,0.03,0.01,0,0,0.04,71,5,8.1,7
1478,Digimon Rumble Arena 2,XB,2004,Fighting,Atari,0.01,0,0,0,0.02,65,8,8.8,4
1479,Donkey Kong Country 2,GBA,2004,Platform,Nintendo,0.79,0.27,0.12,0.04,1.23,80,22,9.1,37
1480,Donkey Kong Jungle Beat,GC,2004,Platform,Nintendo,0.84,0.22,0.24,0.04,1.34,80,49,8.3,30
1481,Donkey Konga 2,GC,2004,Misc,Nintendo,0.3,0.08,0,0.01,0.39,69,30,6,9
1482,Doom 3,PC,2004,Shooter,Activision,0.05,0.04,0,0.01,0.1,87,83,7.6,896
1483,Dragon Ball Z: Budokai 2,GC,2004,Fighting,Atari,0.21,0.06,0,0.01,0.27,66,9,5.8,12
1484,Dragon Ball Z: Budokai 3,PS2,2004,Fighting,Atari,1.09,0.15,0.65,0.04,1.94,77,32,8.9,137
1485,Dragon Ball Z: Buu's Fury,GBA,2004,Action,Atari,0.44,0.16,0,0.01,0.61,62,19,8.9,39
1486,Dragon Ball Z: Supersonic Warriors,GBA,2004,Fighting,Atari,0.36,0.13,0,0.01,0.51,73,26,7,21
1487,Dragon Ball: Advanced Adventure,GBA,2004,Action,Namco Bandai Games,0.03,0.01,0,0,0.04,75,7,8.5,11
1488,Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,89,63,8.8,245
1489,Driv3r,PS2,2004,Racing,Atari,0.6,0.47,0,0.16,1.23,57,51,5.5,102
1490,Driv3r,XB,2004,Racing,Atari,0.36,0.38,0,0.03,0.76,56,57,4.7,69
1491,Duel Masters,PS2,2004,Strategy,Atari,0.13,0.1,0,0.03,0.27,66,20,8.3,6
1492,Dynasty Warriors,PSP,2004,Action,Tecmo Koei,0.18,0,0.3,0.02,0.51,62,26,7.3,24
1493,Dynasty Warriors 4 Empires,PS2,2004,Action,Tecmo Koei,0,0,0.32,0,0.32,71,29,8.8,19
1494,Echo Night Beyond,PS2,2004,Adventure,Indie Games,0.02,0.01,0,0,0.04,60,22,8.8,8
1495,ESPN College Hoops 2K5,PS2,2004,Sports,Sega,0.41,0.32,0,0.11,0.84,86,14,8.1,10
1496,ESPN College Hoops 2K5,XB,2004,Sports,Sega,0.29,0.08,0,0.01,0.38,86,18,8.3,11
1497,ESPN NBA 2K5,PS2,2004,Sports,Global Star,1.26,0.12,0,0.21,1.59,83,24,7.5,36
1498,ESPN NBA 2K5,XB,2004,Sports,Global Star,0.88,0.04,0,0.04,0.95,85,28,8.7,22
1499,ESPN NFL 2K5,PS2,2004,Sports,Sega,2.15,0.12,0,0.36,2.62,90,37,8.2,84
1500,ESPN NFL 2K5,XB,2004,Sports,Sega,1.54,0.02,0,0.07,1.63,92,42,9.1,93
1501,ESPN NHL 2K5,PS2,2004,Sports,Global Star,0.43,0.33,0,0.11,0.88,86,25,8.1,18
1502,ESPN NHL 2K5,XB,2004,Sports,Global Star,0.32,0.09,0,0.02,0.42,88,32,8.5,14
1503,Evil Genius,PC,2004,Strategy,Vivendi Games,0,0.01,0,0,0.02,75,51,8.3,106
1504,EyeToy Play 2,PS2,2004,Misc,Sony Computer Entertainment,0.18,0.14,0,0.05,0.38,78,30,7,9
1505,EyeToy: AntiGrav,PS2,2004,Sports,Sony Computer Entertainment,0.36,0.01,0,0.06,0.43,71,38,7.8,5
1506,Fable,XB,2004,Role-Playing,Microsoft Game Studios,1.99,0.58,0,0.09,2.66,85,87,8.5,268
1507,Fallout: Brotherhood of Steel,PS2,2004,Role-Playing,Avalon Interactive,0.03,0.03,0,0.01,0.07,64,31,4.1,51
1508,Fallout: Brotherhood of Steel,XB,2004,Role-Playing,Avalon Interactive,0.04,0.01,0,0,0.05,66,33,5.5,23
1509,Far Cry,PC,2004,Shooter,Ubisoft,0,0.04,0,0.01,0.05,89,72,8.1,724
1510,Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,Action,Microsoft Game Studios,0.04,0.01,0,0,0.05,84,37,8.3,16
1511,Fear Factor: Unleashed,GBA,2004,Action,Hip Interactive,0.1,0.04,0,0,0.14,30,15,3,4
1512,Feel the Magic XY/XX,DS,2004,Puzzle,Sega,0.17,0,0.1,0.02,0.29,75,55,8.1,18
1513,FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81,27,7.6,56
1514,FIFA Soccer 2005,XB,2004,Sports,Electronic Arts,0.33,0.6,0,0.04,0.97,81,34,8.7,23
1515,FIFA Soccer 2005,GC,2004,Sports,Electronic Arts,0.11,0.03,0,0,0.14,78,22,8.5,6
1516,FIFA Soccer 2005,GBA,2004,Sports,Electronic Arts,0.06,0.02,0,0,0.08,75,4,7.8,5
1517,Fight Club,PS2,2004,Fighting,Vivendi Games,0.09,0.07,0,0.02,0.18,36,28,4.4,22
1518,Fight Club,XB,2004,Fighting,Vivendi Games,0.08,0.02,0,0,0.11,37,29,4.7,13
1519,Fight Night 2004,PS2,2004,Fighting,Electronic Arts,1.08,0.2,0,0.2,1.48,85,43,9,25
1520,Fight Night 2004,XB,2004,Fighting,Electronic Arts,0.51,0.15,0,0.02,0.68,85,47,8.7,20
1521,Final Fantasy XI: Chains of Promathia,PS2,2004,Role-Playing,Square Enix,0.12,0.09,0,0.03,0.25,77,13,8,10
1522,Fire Emblem: The Sacred Stones,GBA,2004,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.89,85,38,9.1,132
1523,FlatOut,PS2,2004,Racing,Empire Interactive,0.19,0.15,0,0.05,0.38,70,30,8.5,16
1524,FlatOut,XB,2004,Racing,Empire Interactive,0.12,0.04,0,0.01,0.17,71,39,8.2,21
1525,Ford Racing 3,PS2,2004,Racing,Take-Two Interactive,0.13,0.1,0,0.03,0.26,50,7,6.6,8
1526,Forgotten Realms: Demon Stone,PS2,2004,Action,Atari,0.1,0.08,0,0.03,0.2,71,40,6.8,18
1527,Forgotten Realms: Demon Stone,XB,2004,Action,Atari,0.06,0.02,0,0,0.09,72,17,6.5,6
1528,Full Spectrum Warrior,XB,2004,Strategy,THQ,0.54,0.16,0,0.03,0.73,84,67,8.7,27
1529,Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004,Role-Playing,Square Enix,0.13,0.1,0,0.03,0.27,67,21,8.4,20
1530,Future Tactics: The Uprising,PS2,2004,Strategy,Crave Entertainment,0.03,0.03,0,0.01,0.07,61,25,6,6
1531,Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004,Fighting,Namco Bandai Games,0.03,0.02,0.17,0.01,0.22,61,12,8,5
1532,Galleon: Islands of Mystery,XB,2004,Action,SCi,0.02,0.01,0,0,0.03,67,40,7,10
1533,Gallop Racer 2004,PS2,2004,Sports,Zoo Digital Publishing,0.03,0.02,0,0.01,0.06,70,15,8.7,12
1534,Get On Da Mic,PS2,2004,Misc,Eidos Interactive,0.07,0.06,0,0.02,0.15,49,29,6.3,7
1535,Godzilla: Save the Earth,PS2,2004,Fighting,Atari,0.23,0.18,0,0.06,0.47,62,19,8.7,21
1536,Godzilla: Save the Earth,XB,2004,Fighting,Atari,0.1,0.03,0,0,0.14,63,22,8.2,6
1537,GoldenEye: Rogue Agent,PS2,2004,Shooter,Electronic Arts,0.54,0.02,0,0.09,0.64,60,38,7,32
1538,GoldenEye: Rogue Agent,XB,2004,Shooter,Electronic Arts,0.34,0.13,0,0.02,0.49,61,55,7.2,20
1539,GoldenEye: Rogue Agent,GC,2004,Shooter,Electronic Arts,0.28,0.07,0,0.01,0.36,60,35,6.7,14
1540,Gradius V,PS2,2004,Shooter,Konami Digital Entertainment,0.05,0.04,0,0.01,0.09,82,46,8.5,13
1541,Graffiti Kingdom,PS2,2004,Role-Playing,505 Games,0.01,0.01,0,0,0.03,71,27,7.1,12
1542,Gran Turismo 4,PS2,2004,Racing,Sony Computer Entertainment,3.01,0.01,1.1,7.53,11.66,89,74,8.5,272
1543,Grand Theft Auto,GBA,2004,Action,Take-Two Interactive,0.17,0.06,0,0,0.24,68,33,7.1,23
1544,Grand Theft Auto: San Andreas,PS2,2004,Action,Take-Two Interactive,9.43,0.4,0.41,10.57,20.81,95,80,9,1588
1545,Greg Hastings' Tournament Paintball,XB,2004,Shooter,Activision,0.46,0.06,0,0.02,0.54,74,11,9.2,42
1546,Gretzky NHL 2005,PS2,2004,Sports,Sony Computer Entertainment,0.08,0.07,0,0.02,0.17,66,24,9.1,14
1547,Guilty Gear Isuka,PS2,2004,Fighting,505 Games,0.05,0.04,0,0.01,0.1,73,39,7.5,13
1548,Guilty Gear X2 #Reload,XB,2004,Fighting,Zoo Digital Publishing,0.11,0.03,0,0.01,0.15,86,34,7.6,12
1549,Gungrave: Overdose,PS2,2004,Shooter,Play It,0.07,0.05,0,0.02,0.14,68,50,8.7,12
1550,Half-Life 2,PC,2004,Shooter,Vivendi Games,2.28,0.02,0.08,0,2.37,96,81,9.1,8665
1551,Halo 2,XB,2004,Shooter,Microsoft Game Studios,6.82,1.53,0.05,0.08,8.49,95,91,8.2,1218
1552,Hamtaro: Ham-Ham Games,GBA,2004,Sports,Nintendo,0.16,0.06,0,0,0.22,77,20,7.8,6
1553,Harry Potter and the Prisoner of Azkaban,PS2,2004,Action,Electronic Arts,0.5,0.39,0,0.13,1.02,70,29,8.7,29
1554,Harry Potter and the Prisoner of Azkaban,GBA,2004,Action,Electronic Arts,0.37,0.14,0,0.01,0.52,69,11,8.1,12
1555,Harry Potter and the Prisoner of Azkaban,GC,2004,Action,Electronic Arts,0.29,0.08,0,0.01,0.38,67,22,7.3,8
1556,Harry Potter and the Prisoner of Azkaban,XB,2004,Action,Electronic Arts,0.14,0.04,0,0.01,0.19,67,23,8.8,10
1557,Harry Potter and the Prisoner of Azkaban,PC,2004,Action,Electronic Arts,0,0.03,0,0,0.04,67,19,7.2,50
1558,Harvest Moon: Another Wonderful Life,GC,2004,Role-Playing,Marvelous Interactive,0.19,0.05,0,0.01,0.24,70,12,9.2,60
1559,Headhunter: Redemption,PS2,2004,Action,Sega,0.02,0.01,0,0,0.04,62,29,6.7,7
1560,Headhunter: Redemption,XB,2004,Action,Sega,0.02,0,0,0,0.02,59,26,6.8,4
1561,Hitman: Contracts,PS2,2004,Shooter,Eidos Interactive,0.39,0.31,0,0.1,0.8,80,39,8.3,43
1562,Hitman: Contracts,XB,2004,Shooter,Eidos Interactive,0.26,0.07,0,0.01,0.34,78,44,8.8,15
1563,Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96,81,57,8.7,34
1564,Hot Wheels: Stunt Track Challenge,PS2,2004,Racing,THQ,0.29,0.23,0,0.08,0.59,62,8,8.1,8
1565,Hot Wheels: Stunt Track Challenge,XB,2004,Racing,THQ,0.08,0.02,0,0,0.1,63,11,6.2,5
1566,InuYasha: The Secret of the Cursed Mask,PS2,2004,Role-Playing,Namco Bandai Games,0.21,0.17,0,0.06,0.43,51,7,8.1,28
1567,Jak 3,PS2,2004,Platform,Sony Computer Entertainment,1.33,0.49,0,0.03,1.85,84,55,8.6,246
1568,James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts,0.85,1.06,0.09,0.32,2.31,84,42,9.1,51
1569,James Bond 007: Everything or Nothing,XB,2004,Shooter,Electronic Arts,0.43,0.19,0,0.02,0.64,83,51,7.4,27
1570,James Bond 007: Everything or Nothing,GC,2004,Shooter,Electronic Arts,0.32,0.08,0,0.01,0.42,84,41,8.2,25
1571,Karaoke Revolution,XB,2004,Misc,Konami Digital Entertainment,0.06,0.02,0,0,0.09,80,13,8.5,4
1572,Karaoke Revolution Volume 2,PS2,2004,Misc,Konami Digital Entertainment,0.11,0.09,0,0.03,0.23,76,26,7,4
1573,Karaoke Revolution Volume 3,PS2,2004,Misc,Konami Digital Entertainment,0.16,0.12,0,0.04,0.32,82,25,7.8,10
1574,Katamari Damacy,PS2,2004,Puzzle,Namco Bandai Games,0.47,0.02,0.17,0.08,0.73,86,55,9,86
1575,Kessen III,PS2,2004,Strategy,Tecmo Koei,0.04,0.03,0,0.01,0.07,73,26,8.1,20
1576,Killzone,PS2,2004,Shooter,Sony Computer Entertainment,0.79,0.03,0,0.13,0.94,70,67,7.4,254
1577,King Arthur,PS2,2004,Action,Konami Digital Entertainment,0.07,0.05,0,0.02,0.13,59,22,8,10
1578,King of Fighters: Maximum Impact,PS2,2004,Fighting,Ignition Entertainment,0.13,0.1,0,0.03,0.26,64,45,6.9,12
1579,Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,Square Enix,1.26,0.18,0.35,0.06,1.85,76,37,7.9,84
1580,Kingdom Under Fire: The Crusaders,XB,2004,Strategy,Deep Silver,0.24,0.07,0,0.01,0.32,81,50,7.9,31
1581,Knight's Apprentice: Memorick's Adventures,XB,2004,Action,Microids,0.02,0,0,0,0.02,53,11,4.5,8
1582,Knights of Honor,PC,2004,Strategy,Sunflowers,0,0.02,0,0.01,0.03,77,26,9.1,89
1583,Kuon,PS2,2004,Adventure,Indie Games,0.01,0.01,0,0,0.02,57,20,7.7,9
1584,Leisure Suit Larry: Magna Cum Laude,PS2,2004,Adventure,Vivendi Games,0.17,0.13,0,0.04,0.34,60,44,6.3,18
1585,Leisure Suit Larry: Magna Cum Laude,XB,2004,Adventure,Vivendi Games,0.12,0.04,0,0.01,0.17,62,49,6.4,13
1586,Lemony Snicket's A Series of Unfortunate Events,PS2,2004,Platform,Activision,0.31,0.24,0,0.08,0.64,63,25,5.7,12
1587,Lemony Snicket's A Series of Unfortunate Events,GBA,2004,Platform,Activision,0.3,0.11,0,0.01,0.42,72,8,8,4
1588,Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,Activision,0.09,0.03,0,0,0.12,70,17,7.2,5
1589,Lizzie McGuire 2: Lizzie Diaries,GBA,2004,Action,Disney Interactive Studios,0.6,0.22,0,0.01,0.83,57,6,5,5
1590,Madden NFL 2005,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91,30,7.9,78
1591,Madden NFL 2005,XB,2004,Sports,Electronic Arts,1.61,0.03,0,0.08,1.72,91,39,7.6,26
1592,Madden NFL 2005,GBA,2004,Sports,Electronic Arts,0.28,0.1,0,0.01,0.39,79,9,7.6,5
1593,Madden NFL 2005,DS,2004,Sports,Electronic Arts,0.24,0,0,0.02,0.26,68,25,7.7,7
1594,Mafia,PS2,2004,Action,Illusion Softworks,0.34,0.27,0,0.09,0.7,65,30,7.6,62
1595,Mafia,XB,2004,Action,Take-Two Interactive,0.17,0.05,0,0.01,0.23,66,33,7.7,22
1596,Magna Carta: Tears of Blood,PS2,2004,Role-Playing,505 Games,0.11,0.08,0,0.03,0.22,66,34,7,22
1597,Manhunt,XB,2004,Action,Take-Two Interactive,0.14,0.04,0,0.01,0.19,74,37,7.9,19
1598,Mario Golf: Advance Tour,GBA,2004,Sports,Nintendo,0.32,0.12,0,0.01,0.45,84,38,8.6,14
1599,Mario Party 6,GC,2004,Misc,Nintendo,0.9,0.11,0.6,0.05,1.65,71,33,7.9,51
1600,Mario Pinball Land,GBA,2004,Misc,Nintendo,0.5,0.18,0,0.01,0.69,62,35,4.9,11
1601,Mario Power Tennis,GC,2004,Sports,Nintendo,0.58,0.16,0.46,0.03,1.22,80,43,8.5,48
1602,Mario vs. Donkey Kong,GBA,2004,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17,81,43,8,31
1603,MC Groovz Dance Craze,GC,2004,Misc,Mad Catz,0.15,0.04,0,0.01,0.2,42,8,6.8,9
1604,MechAssault 2: Lone Wolf,XB,2004,Simulation,Microsoft Game Studios,0.27,0.08,0,0.01,0.36,81,66,7.5,23
1605,Mega Man Anniversary Collection,PS2,2004,Platform,Capcom,0.29,0.22,0,0.08,0.59,81,26,9,20
1606,Mega Man Anniversary Collection,GC,2004,Platform,Capcom,0.32,0.08,0,0.01,0.42,81,32,8.8,17
1607,Mega Man X: Command Mission,PS2,2004,Role-Playing,Capcom,0.09,0.07,0,0.02,0.18,69,27,7.1,18
1608,Mega Man X: Command Mission,GC,2004,Role-Playing,Capcom,0.1,0.02,0,0,0.12,67,21,7.3,12
1609,Mega Man X8,PS2,2004,Platform,Capcom,0.14,0.11,0,0.04,0.29,68,23,8.5,63
1610,Mega Man Zero 3,GBA,2004,Platform,Capcom,0.16,0.06,0,0,0.22,77,21,9,22
1611,Men of Valor,XB,2004,Shooter,Vivendi Games,0.19,0.05,0,0.01,0.25,73,47,8,8
1612,Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1.46,0,0.83,1.93,4.23,91,68,9.3,955
1613,Metal Gear Solid: The Twin Snakes,GC,2004,Action,Konami Digital Entertainment,0.3,0.08,0.07,0.01,0.47,85,54,9,142
1614,Metal Slug 3,XB,2004,Shooter,Ignition Entertainment,0.08,0.02,0,0,0.1,76,56,5.1,15
1615,Metal Slug Advance,GBA,2004,Shooter,Ignition Entertainment,0.06,0.02,0,0,0.08,79,32,8.3,14
1616,Metroid Prime 2: Echoes,GC,2004,Shooter,Nintendo,0.87,0.35,0.07,0.04,1.33,92,60,8.8,279
1617,Metroid: Zero Mission,GBA,2004,Adventure,Nintendo,0.6,0.22,0,0.01,0.84,89,50,9,132
1618,Midway Arcade Treasures 2,XB,2004,Misc,Midway Games,0.24,0.05,0,0.01,0.31,74,38,7.4,7
1619,MLB 2005,PS2,2004,Sports,Sony Computer Entertainment,0.44,0.35,0,0.12,0.9,78,36,7.6,9
1620,MLB SlugFest Loaded,PS2,2004,Sports,Midway Games,0.14,0.11,0,0.04,0.3,77,30,9.5,4
1621,Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06,45,16,7.8,10
1622,Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06,57,16,8.6,11
1623,Monster Hunter,PS2,2004,Role-Playing,Capcom,0.11,0.08,0.28,0.03,0.5,68,37,8.9,46
1624,Mortal Kombat: Deception,PS2,2004,Fighting,Midway Games,0.92,0.72,0,0.24,1.88,81,43,8.5,90
1625,Mortal Kombat: Deception,XB,2004,Fighting,Midway Games,0.61,0.12,0,0.03,0.76,81,53,8.8,24
1626,Mr. Driller: Drill Spirits,DS,2004,Puzzle,Nintendo,0.08,0,0.05,0.01,0.14,70,35,8.9,9
1627,MTV Music Generator 3: This Is the Remix,PS2,2004,Misc,Codemasters,0.07,0.05,0,0.02,0.14,79,28,8.6,8
1628,MTV Music Generator 3: This Is the Remix,XB,2004,Misc,Codemasters,0.06,0.02,0,0,0.08,79,26,5.4,10
1629,MTX Mototrax,PS2,2004,Racing,Activision,0.13,0.1,0,0.03,0.26,77,30,8.1,9
1630,MVP Baseball 2004,PS2,2004,Sports,Electronic Arts,1.1,0.06,0,0.18,1.34,90,28,8.6,51
1631,MVP Baseball 2004,XB,2004,Sports,Electronic Arts,0.44,0.13,0,0.02,0.59,90,31,8.5,19
1632,MVP Baseball 2004,GC,2004,Sports,Electronic Arts,0.2,0.05,0,0.01,0.26,89,25,8.5,11
1633,MX Unleashed,PS2,2004,Racing,THQ,0.94,0.73,0,0.25,1.92,80,18,9.2,46
1634,MX Unleashed,XB,2004,Racing,THQ,0.34,0.08,0,0.02,0.44,81,18,9.3,12
1635,Naruto: Ultimate Ninja 2,PS2,2004,Fighting,Namco Bandai Games,0.47,0.02,0,0.08,0.57,73,27,7.9,27
1636,NASCAR 2005: Chase for the Cup,PS2,2004,Racing,Electronic Arts,0.69,0.54,0,0.18,1.41,87,19,8.4,15
1637,NBA Ballers,PS2,2004,Sports,Midway Games,0.81,0.63,0,0.21,1.66,83,44,9.2,19
1638,NBA Ballers,XB,2004,Sports,Midway Games,0.37,0.11,0,0.02,0.51,82,35,8.1,8
1639,NBA Live 2005,PS2,2004,Sports,Electronic Arts,2.03,0.21,0,0.35,2.59,84,21,8.1,44
1640,NBA Live 2005,XB,2004,Sports,Electronic Arts,0.81,0.05,0,0.04,0.9,85,28,7.6,14
1641,NBA Live 2005,GC,2004,Sports,Electronic Arts,0.35,0.09,0,0.01,0.45,83,17,6.7,7
1642,NCAA Football 2005,PS2,2004,Sports,Electronic Arts,1.32,0.09,0,0.22,1.62,88,29,8.8,35
1643,NCAA Football 2005,XB,2004,Sports,Electronic Arts,0.63,0.02,0,0.03,0.68,89,29,8,12
1644,NCAA Football 2005,GC,2004,Sports,Electronic Arts,0.17,0.04,0,0.01,0.22,88,18,9,5
1645,NCAA March Madness 2005,PS2,2004,Sports,Electronic Arts,0.44,0.02,0,0.07,0.53,78,19,8.3,13
1646,NCAA March Madness 2005,XB,2004,Sports,Electronic Arts,0.21,0.06,0,0.01,0.28,80,18,7.8,4
1647,Need for Speed Underground 2,PS2,2004,Racing,Electronic Arts,2.71,3.02,0.08,1.09,6.9,82,39,8.6,132
1648,Need for Speed Underground 2,XB,2004,Racing,Electronic Arts,1.38,0.8,0,0.1,2.28,77,35,8.7,27
1649,Need for Speed Underground 2,GBA,2004,Racing,Electronic Arts,0.31,0.12,0,0.01,0.43,72,8,8.2,13
1650,Need for Speed Underground 2,PC,2004,Racing,Electronic Arts,0,0.06,0,0.01,0.07,82,31,8.5,407
1651,Need for Speed: Porsche Unleashed,GBA,2004,Racing,Zoo Digital Publishing,0.35,0.13,0,0.01,0.48,62,4,7.8,8
1652,Neo Contra,PS2,2004,Shooter,Konami Digital Entertainment,0.1,0.08,0,0.03,0.21,65,37,7.1,8
1653,NFL Street,PS2,2004,Sports,Electronic Arts,1.15,0.08,0,0.19,1.42,80,36,8.9,45
1654,NFL Street,XB,2004,Sports,Electronic Arts,0.49,0.15,0,0.02,0.66,81,38,8.8,9
1655,NFL Street,GC,2004,Sports,Electronic Arts,0.27,0.07,0,0.01,0.35,81,30,8,4
1656,NFL Street 2,PS2,2004,Sports,Electronic Arts,0.79,0.62,0,0.21,1.61,77,33,8.7,20
1657,NFL Street 2,XB,2004,Sports,Electronic Arts,0.36,0.11,0,0.02,0.48,78,44,6.5,11
1658,NHL 2005,PS2,2004,Sports,Electronic Arts,0.22,0.17,0,0.06,0.45,75,21,8.3,23
1659,NHL 2005,XB,2004,Sports,Electronic Arts,0.12,0.03,0,0.01,0.16,77,27,6.2,11
1660,NHL 2005,GC,2004,Sports,Electronic Arts,0.05,0.01,0,0,0.07,75,18,5.6,5
1661,Ninja Gaiden,XB,2004,Action,Microsoft Game Studios,0.92,0.2,0.07,0.04,1.23,91,89,8.8,152
1662,Nobunaga's Ambition: Rise to Power,PS2,2004,Strategy,Tecmo Koei,0,0,0.08,0,0.08,70,7,8.8,6
1663,Obscure,PS2,2004,Adventure,Microids,0.03,0.03,0,0.01,0.07,65,27,8.9,39
1664,Obscure,XB,2004,Adventure,MC2 Entertainment,0.03,0.01,0,0,0.04,66,29,8.4,9
1665,Onimusha 3: Demon Siege,PS2,2004,Action,Capcom,0.37,0.47,0.54,0.07,1.45,85,53,8.6,73
1666,Painkiller,PC,2004,Shooter,DreamCatcher Interactive,0,0.02,0,0,0.02,81,62,8.1,284
1667,Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25,87,55,9.4,306
1668,Phantom Brave,PS2,2004,Role-Playing,Tecmo Koei,0.07,0.05,0,0.02,0.14,81,40,7.9,22
1669,Phantom Dust,XB,2004,Action,Microsoft Game Studios,0.08,0.02,0,0,0.11,81,37,8.5,35
1670,Pikmin 2,GC,2004,Strategy,Nintendo,0.48,0.13,0.56,0.03,1.2,90,54,9.1,137
1671,Ping Pals,DS,2004,Misc,THQ,0.1,0,0,0.01,0.11,28,17,3.9,26
1672,Pitfall: The Lost Expedition,PS2,2004,Platform,Activision,0.1,0.08,0,0.03,0.2,70,34,8.9,12
1673,Pitfall: The Lost Expedition,GC,2004,Platform,Activision,0.06,0.02,0,0,0.08,73,25,8.6,8
1674,Pitfall: The Lost Expedition,XB,2004,Platform,Activision,0.05,0.01,0,0,0.07,73,35,7.8,4
1675,Pokemon Dash,DS,2004,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77,46,28,5.9,34
1676,Pokémon Emerald Version,GBA,2004,Role-Playing,Nintendo,2.57,1.58,2.06,0.21,6.41,76,28,9,222
1677,Polarium,DS,2004,Puzzle,Nintendo,0.13,0.01,0.11,0.01,0.26,73,34,8.4,17
1678,Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,0,0.03,0,0.01,0.04,75,20,7.7,40
1679,Power Rangers: Dino Thunder,PS2,2004,Action,THQ,0.35,0.27,0,0.09,0.71,49,6,6.2,5
1680,Powerdrome,XB,2004,Racing,Evolved Games,0.01,0,0,0,0.01,69,12,7,9
1681,Prince of Persia: Warrior Within,PS2,2004,Action,Ubisoft,0.54,0.88,0,0.22,1.64,83,51,8.5,120
1682,Prince of Persia: Warrior Within,XB,2004,Action,Ubisoft,0.48,0.28,0,0.04,0.8,83,55,7.5,35
1683,Prince of Persia: Warrior Within,GC,2004,Action,Ubisoft,0.15,0.04,0,0.01,0.2,83,31,8.6,20
1684,Pro Fishing Challenge,XB,2004,Sports,Atlus,0.02,0,0,0,0.02,62,11,9.1,9
1685,Psi-Ops: The Mindgate Conspiracy,PS2,2004,Shooter,Midway Games,0.14,0.11,0,0.04,0.29,84,46,8.9,27
1686,Psi-Ops: The Mindgate Conspiracy,XB,2004,Shooter,Midway Games,0.13,0.04,0,0.01,0.17,84,55,7.9,18
1687,Pure Pinball,XB,2004,Misc,XS Games,0.03,0.01,0,0,0.04,68,11,8.5,6
1688,Racing Gears Advance,GBA,2004,Racing,Zoo Digital Publishing,0.04,0.02,0,0,0.06,83,17,8.9,9
1689,RalliSport Challenge 2,XB,2004,Racing,Microsoft Game Studios,0.18,0.08,0,0.01,0.27,87,69,9.1,33
1690,Rapala Pro Fishing,PS2,2004,Sports,Zoo Digital Publishing,0.18,0.14,0,0.05,0.36,59,6,8.7,32
